step,case_ids,loss_total,loss_dice_focal,loss_bce_with_logits,prob_min,prob_max,prob_mean,prob_std,prob_nan_count,prob_inf_count,logits_min,logits_max,logits_mean,logits_std,logits_nan_count,logits_inf_count,pred_pos_pixel_ratio,pred_non_empty_rate,grad_norm_l2_total,grad_nonfinite_count,frozen_backbone_grad_present,trainable_non_backbone_grad_present,trainable_non_backbone_grad_nonzero,step_ms
1,siim_000004,1.7671746015548706,1.0282819271087646,0.738892674446106,0.520636260509491,0.5248978734016418,0.522631049156189,0.00047283657477237284,0,0,0.0825919359922409,0.0996740385890007,0.09058622270822525,0.001895250054076314,0,0,1.0,1.0,0.6770080611079088,0,0,90,90,7117.736
2,siim_000001,1.780179500579834,1.0404257774353027,0.739753782749176,0.5205485820770264,0.5252037048339844,0.5227684378623962,0.00037282519042491913,0,0,0.08224071562290192,0.10090044885873795,0.09113682806491852,0.001494384603574872,0,0,1.0,1.0,0.7535252647226239,0,0,90,90,6939.728
3,siim_000009,1.7361736297607422,0.9995166063308716,0.7366569638252258,0.5199862718582153,0.5255172252655029,0.5222278833389282,0.0002952540526166558,0,0,0.07998784631490707,0.10215775668621063,0.08897026628255844,0.0011833744356408715,0,0,1.0,1.0,0.6427652573010165,0,0,90,90,6617.536
4,siim_000002,1.7783925533294678,1.0402225255966187,0.7381700277328491,0.5199775099754333,0.5249373912811279,0.5220121145248413,0.0002548132324591279,0,0,0.07995259761810303,0.09983235597610474,0.0881054699420929,0.0010212844936177135,0,0,1.0,1.0,0.654218999878165,0,0,90,90,6703.475
5,siim_000013,1.6933913230895996,0.9593187570571899,0.7340726256370544,0.5202065706253052,0.5243842005729675,0.5219792127609253,0.00019844625785481185,0,0,0.08087048679590225,0.09761426597833633,0.08797352015972137,0.0007953476742841303,0,0,1.0,1.0,0.6327319395833308,0,0,90,90,6701.339
6,siim_000003,1.7779566049575806,1.0401729345321655,0.737783670425415,0.5198579430580139,0.5243884921073914,0.5218274593353271,0.0001418738393113017,0,0,0.07947374880313873,0.09763152152299881,0.08736536651849747,0.0005685859941877425,0,0,1.0,1.0,0.7369523906195216,0,0,90,90,7643.373
7,siim_000022,1.764997959136963,1.0282233953475952,0.7367745637893677,0.5200470089912415,0.5233412981033325,0.5216035842895508,9.49502646108158e-05,0,0,0.08023112267255783,0.09343305975198746,0.08646822720766068,0.00038051677984185517,0,0,1.0,1.0,0.6759062360638214,0,0,90,90,6557.696
8,siim_000005,1.7770204544067383,1.0400667190551758,0.7369537949562073,0.5202186703681946,0.5235801935195923,0.5214304327964783,0.00015605469525326043,0,0,0.08091873675584793,0.0943908616900444,0.08577435463666916,0.0006253956817090511,0,0,1.0,1.0,0.708192487097255,0,0,90,90,6588.146
9,siim_000023,1.747248649597168,1.0120232105255127,0.7352254986763,0.5194295048713684,0.5243628621101379,0.521209180355072,0.00021542476315516979,0,0,0.07775724679231644,0.0975285992026329,0.08488775789737701,0.0008632798562757671,0,0,1.0,1.0,0.696539991650251,0,0,90,90,8670.556
10,siim_000006,1.7762113809585571,1.0399750471115112,0.7362363338470459,0.5195910334587097,0.5235999226570129,0.5210868716239929,0.000268275267444551,0,0,0.07840419560670853,0.09446993470191956,0.08439774066209793,0.0010750252986326814,0,0,1.0,1.0,0.6943284789448281,0,0,90,90,7507.912
11,siim_000028,1.77365243434906,1.0380213260650635,0.7356311082839966,0.5195944309234619,0.5226779580116272,0.520836591720581,0.00033151847310364246,0,0,0.07841788977384567,0.09077418595552444,0.0833948478102684,0.001328405225649476,0,0,1.0,1.0,0.708253317926374,0,0,90,90,6802.766
12,siim_000007,1.7754192352294922,1.0398852825164795,0.7355340123176575,0.5198060274124146,0.5228116512298584,0.5207504034042358,0.00041461107321083546,0,0,0.07926560193300247,0.09131013602018356,0.08304917812347412,0.0016613288316875696,0,0,1.0,1.0,0.6882213217310321,0,0,90,90,7097.18
13,siim_000030,1.7583553791046143,1.0239790678024292,0.7343763709068298,0.5194888114929199,0.522689163684845,0.5205267071723938,0.0005137702682986856,0,0,0.07799472659826279,0.09081904590129852,0.08215302973985672,0.002058577025309205,0,0,1.0,1.0,0.6819673729125889,0,0,90,90,7184.23
14,siim_000008,1.7746877670288086,1.0398025512695312,0.7348851561546326,0.5193793177604675,0.5223665833473206,0.5204392075538635,0.0005307184183038771,0,0,0.0775560811161995,0.08952604234218597,0.0818023830652237,0.0021264434326440096,0,0,1.0,1.0,0.6822644880098027,0,0,90,90,6846.26
15,siim_000033,1.7647788524627686,1.0307453870773315,0.7340334057807922,0.518589437007904,0.5222737789154053,0.520218551158905,0.0006573059945367277,0,0,0.07439204305410385,0.08915415406227112,0.08091837167739868,0.0026335502043366432,0,0,1.0,1.0,0.6822458279059822,0,0,90,90,7163.233
16,siim_000010,1.7748076915740967,1.03981614112854,0.7349915504455566,0.5190641283988953,0.5219325423240662,0.5204901695251465,0.0005916403024457395,0,0,0.07629337906837463,0.08778645843267441,0.0820065438747406,0.00237051909789443,0,0,1.0,1.0,0.6518379485478891,0,0,90,90,6385.988
17,siim_000037,1.770380973815918,1.036959171295166,0.7334218621253967,0.5182222723960876,0.5223096013069153,0.5197895765304565,0.0006965643260627985,0,0,0.07292140275239944,0.08929776400327682,0.0791999101638794,0.00279067805968225,0,0,1.0,1.0,0.6907579956589074,0,0,90,90,6346.373
18,siim_000011,1.7728588581085205,1.0395960807800293,0.733262836933136,0.5178580284118652,0.5220156908035278,0.519660234451294,0.0007270744536072016,0,0,0.07146254181861877,0.08811961859464645,0.07868187874555588,0.002912880852818489,0,0,1.0,1.0,0.6890360308228388,0,0,90,90,6417.381
